***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.46 - Agosto  de 2023 (CPLEX)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - DEZEMBRO/23 - JANEIRO/24 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 29/11/2023                                                       
____________________________________________________________________

----------------------------------------------
Geracao e custos marginais por unidade termica                                  
----------------------------------------------
------------------------------------------------------
IPER:      Indice do periodo.                                                                                                                                                                           
USIT:      Numero de cadastro da usina termoeletrica                                                                                                                                                    
UNIDT:     Numero de cadastro da unidade termoeletrica                                                                                                                                                  
Nome Usit: Nome da usina termoeletrica                                                                                                                                                                  
NomeSist:  Nome do subsistema                                                                                                                                                                           
NumBarra:  Numero da barra da rede eletrica                                                                                                                                                             
GTER:      Geracao Termoeletrica                                                                                                                                                                        
CustLin:   Custo linear de geracao da unidade termica                                                                                                                                                   
CMO:       Custo marginal de operacao                                                                                                                                                                   
CMB:       Custo marginal de operacao da barra                                                                                                                                                          
------------------------------------------------------

-----;-----;------;--------------;--------;--------;---------;---------;----------;------------;
IPER ;USIT ;UNIDT ;  Nome Usit   ;NomeSist;NumBarra;  GTER   ; CustLin ;   CMO    ;    CMB     ;
  -  ;  -  ;  -   ;      -       ;   -    ;   -    ;  (MW)   ; ($/MWh) ; (R$/MWh) ;  (R$/MWh)  ;
-----;-----;------;--------------;--------;--------;---------;---------;----------;------------;
   1 ; 090 ; 012  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.01 ;
   1 ; 090 ; 013  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.01 ;
   1 ; 090 ; 014  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.01 ;
   1 ; 090 ; 015  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.01 ;
   1 ; 090 ; 016  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.01 ;
   1 ; 090 ; 017  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.01 ;
   1 ; 090 ; 018  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.01 ;
   1 ; 090 ; 019  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.01 ;
   1 ; 090 ; 020  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.01 ;
   1 ; 097 ; 001  ; CUBATAO      ; SE     ;  9100  ;     0.00;   417.72;     0.00 ;       0.01 ;
   1 ; 097 ; 002  ; CUBATAO      ; SE     ;  9101  ;     0.00;   417.72;     0.00 ;       0.01 ;
   1 ; 097 ; 003  ; CUBATAO      ; SE     ;  9100  ;     0.00;   417.72;     0.00 ;       0.01 ;
   1 ; 107 ; 001  ; PAMPA SUL    ; S      ;   998  ;   300.00;    86.15;     0.00 ;       0.01 ;
   1 ; 149 ; 001  ; SAO SEPE     ; S      ; 10314  ;     0.00;   108.38;     0.00 ;       0.01 ;
   1 ; 156 ; 001  ; CANDIOTA 3   ; S      ;  1173  ;   300.00;   108.23;     0.00 ;       0.01 ;
   1 ; 169 ; 001  ; CISFRAMA     ; S      ;  9839  ;     2.00;   387.28;     0.00 ;       0.01 ;
   1 ; 024 ; 007  ; J.LACERDA C  ; S      ;   913  ;   300.00;   311.53;     0.00 ;       0.01 ;
   1 ; 025 ; 005  ; J.LACERDA B  ; S      ;   911  ;   110.00;   362.67;     0.00 ;       0.01 ;
   1 ; 025 ; 006  ; J.LACERDA B  ; S      ;   911  ;     0.00;   362.67;     0.00 ;       0.01 ;
   1 ; 254 ; 001  ; B. BONITA I  ; S      ;   828  ;     4.00;   708.84;     0.00 ;       0.01 ;
   1 ; 026 ; 001  ; J.LACERDA A1 ; S      ;   907  ;     0.00;   434.59;     0.00 ;       0.01 ;
   1 ; 026 ; 002  ; J.LACERDA A1 ; S      ;   907  ;     0.00;   434.59;     0.00 ;       0.01 ;
   1 ; 027 ; 003  ; J.LACERDA A2 ; S      ;   909  ;    55.00;   372.62;     0.00 ;       0.01 ;
   1 ; 027 ; 004  ; J.LACERDA A2 ; S      ;   909  ;     0.00;   372.62;     0.00 ;       0.01 ;
   1 ; 028 ; 001  ; FIGUEIRA     ; S      ;  2481  ;     0.00;   330.64;     0.00 ;       0.01 ;
   1 ; 035 ; 001  ; URUGUAIANA   ; S      ;  1164  ;     0.00;     0.00;     0.00 ;       0.01 ;
   1 ; 035 ; 002  ; URUGUAIANA   ; S      ;  1164  ;     0.00;     0.00;     0.00 ;       0.01 ;
   1 ; 035 ; 003  ; URUGUAIANA   ; S      ;  1164  ;     0.00;     0.00;     0.00 ;       0.01 ;
   1 ; 048 ; 001  ; ARAUCARIA    ; S      ;   802  ;     0.00;  2305.34;     0.00 ;       0.01 ;
   1 ; 048 ; 002  ; ARAUCARIA    ; S      ;   802  ;     0.00;  2305.34;     0.00 ;       0.01 ;
   1 ; 048 ; 003  ; ARAUCARIA    ; S      ;   802  ;     0.00;  2305.34;     0.00 ;       0.01 ;
   1 ; 064 ; 001  ; CANOAS       ; S      ;  1152  ;     0.00;  1224.85;     0.00 ;       0.01 ;
   1 ; 106 ; 001  ; ERB CANDEIAS ; NE     ;  6611  ;     0.00;   108.45;     0.00 ;       0.01 ;
   1 ; 112 ; 001  ; CURUMIM      ; NE     ; 45077  ;     0.00;  1120.40;     0.00 ;       0.01 ;
   1 ; 112 ; 002  ; CURUMIM      ; NE     ; 45077  ;     0.00;  1120.40;     0.00 ;       0.01 ;
   1 ; 112 ; 003  ; CURUMIM      ; NE     ; 45077  ;     0.00;  1120.40;     0.00 ;       0.01 ;
   1 ; 144 ; 001  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.01 ;
   1 ; 144 ; 002  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.01 ;
   1 ; 144 ; 003  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.01 ;
   1 ; 144 ; 004  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.01 ;
   1 ; 144 ; 005  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.01 ;
   1 ; 144 ; 006  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.01 ;
   1 ; 144 ; 007  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.01 ;
   1 ; 144 ; 008  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.01 ;
   1 ; 147 ; 001  ; PROSPERID. 1 ; NE     ;  6104  ;     0.00;   204.55;     0.00 ;       0.01 ;
   1 ; 147 ; 002  ; PROSPERID. 1 ; NE     ;  6104  ;     0.00;   204.55;     0.00 ;       0.01 ;
   1 ; 147 ; 003  ; PROSPERID. 1 ; NE     ;  6104  ;     0.00;   204.55;     0.00 ;       0.01 ;
   1 ; 151 ; 001  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  2313.25;     0.00 ;       0.01 ;
   1 ; 151 ; 002  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  2313.25;     0.00 ;       0.01 ;
   1 ; 151 ; 003  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  2313.25;     0.00 ;       0.01 ;
   1 ; 151 ; 004  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  2313.25;     0.00 ;       0.01 ;
   1 ; 152 ; 001  ; TERMOCABO    ; NE     ;  5134  ;     0.00;  1085.02;     0.00 ;       0.01 ;
   1 ; 152 ; 002  ; TERMOCABO    ; NE     ;  5134  ;     0.00;  1085.02;     0.00 ;       0.01 ;
   1 ; 152 ; 003  ; TERMOCABO    ; NE     ;  5134  ;     0.00;  1085.02;     0.00 ;       0.01 ;
   1 ; 159 ; 001  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 159 ; 002  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 159 ; 003  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 159 ; 004  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 159 ; 005  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 159 ; 006  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 159 ; 007  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 159 ; 008  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 159 ; 009  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 159 ; 010  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 159 ; 011  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 159 ; 012  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 160 ; 001  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 160 ; 002  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 160 ; 003  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 160 ; 004  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 160 ; 005  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 160 ; 006  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 160 ; 007  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.01 ;
   1 ; 161 ; 001  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  2313.23;     0.00 ;       0.01 ;
   1 ; 161 ; 002  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  2313.23;     0.00 ;       0.01 ;
   1 ; 161 ; 003  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  2313.23;     0.00 ;       0.01 ;
   1 ; 161 ; 004  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  2313.23;     0.00 ;       0.01 ;
   1 ; 161 ; 005  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  2313.23;     0.00 ;       0.01 ;
   1 ; 161 ; 006  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  2313.23;     0.00 ;       0.01 ;
   1 ; 163 ; 001  ; P. PECEM II  ; NE     ;  5659  ;     0.00;   399.48;     0.00 ;       0.01 ;
   1 ; 164 ; 001  ; APOENA       ; NE     ;  5764  ;     0.00;  1120.20;     0.00 ;       0.01 ;
   1 ; 164 ; 002  ; APOENA       ; NE     ;  5764  ;     0.00;  1120.20;     0.00 ;       0.01 ;
   1 ; 164 ; 003  ; APOENA       ; NE     ;  5764  ;     0.00;  1120.20;     0.00 ;       0.01 ;
   1 ; 164 ; 004  ; APOENA       ; NE     ;  5764  ;     0.00;  1120.20;     0.00 ;       0.01 ;
   1 ; 164 ; 005  ; APOENA       ; NE     ;  5764  ;     0.00;  1120.20;     0.00 ;       0.01 ;
   1 ; 164 ; 006  ; APOENA       ; NE     ;  5764  ;     0.00;  1120.20;     0.00 ;       0.01 ;
   1 ; 166 ; 001  ; GUARANI      ; NE     ;  5762  ;     0.00;  1120.70;     0.00 ;       0.01 ;
   1 ; 166 ; 002  ; GUARANI      ; NE     ;  5762  ;     0.00;  1120.70;     0.00 ;       0.01 ;
   1 ; 166 ; 003  ; GUARANI      ; NE     ;  5762  ;     0.00;  1120.70;     0.00 ;       0.01 ;
   1 ; 166 ; 004  ; GUARANI      ; NE     ;  5762  ;     0.00;  1120.70;     0.00 ;       0.01 ;
   1 ; 166 ; 005  ; GUARANI      ; NE     ;  5762  ;     0.00;  1120.70;     0.00 ;       0.01 ;
   1 ; 166 ; 006  ; GUARANI      ; NE     ;  5762  ;     0.00;  1120.70;     0.00 ;       0.01 ;
   1 ; 166 ; 007  ; GUARANI      ; NE     ;  5762  ;     0.00;  1120.70;     0.00 ;       0.01 ;
   1 ; 166 ; 008  ; GUARANI      ; NE     ;  5762  ;     0.00;  1120.70;     0.00 ;       0.01 ;
   1 ; 166 ; 009  ; GUARANI      ; NE     ;  5762  ;     0.00;  1120.70;     0.00 ;       0.01 ;
   1 ; 166 ; 010  ; GUARANI      ; NE     ;  5762  ;     0.00;  1120.70;     0.00 ;       0.01 ;
   1 ; 166 ; 011  ; GUARANI      ; NE     ;  5762  ;     0.00;  1120.70;     0.00 ;       0.01 ;
   1 ; 167 ; 001  ; P. PECEM I   ; NE     ;  5658  ;     0.00;   395.81;     0.00 ;       0.01 ;
   1 ; 167 ; 002  ; P. PECEM I   ; NE     ;  5658  ;     0.00;   395.81;     0.00 ;       0.01 ;
   1 ; 170 ; 001  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 002  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 003  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 004  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 005  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 006  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 007  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 008  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 009  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 010  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 011  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 012  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 013  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 014  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 015  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 016  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 170 ; 017  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.00 ;       0.01 ;
   1 ; 221 ; 001  ; SYKUE I      ; NE     ;  6365  ;     0.00;   510.12;     0.00 ;       0.01 ;
   1 ; 223 ; 001  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.00 ;       0.01 ;
   1 ; 223 ; 002  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.00 ;       0.01 ;
   1 ; 223 ; 003  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.00 ;       0.01 ;
   1 ; 223 ; 004  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.00 ;       0.01 ;
   1 ; 223 ; 005  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.00 ;       0.01 ;
   1 ; 223 ; 006  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.00 ;       0.01 ;
   1 ; 224 ; 001  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.00 ;       0.01 ;
   1 ; 224 ; 002  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.00 ;       0.01 ;
   1 ; 224 ; 003  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.00 ;       0.01 ;
   1 ; 224 ; 004  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.00 ;       0.01 ;
   1 ; 224 ; 005  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.00 ;       0.01 ;
   1 ; 224 ; 006  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.00 ;       0.01 ;
   1 ; 224 ; 007  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.00 ;       0.01 ;
   1 ; 241 ; 001  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   385.26;     0.00 ;       0.01 ;
   1 ; 241 ; 002  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   385.26;     0.00 ;       0.01 ;
   1 ; 241 ; 003  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   385.26;     0.00 ;       0.01 ;
   1 ; 241 ; 004  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   385.26;     0.00 ;       0.01 ;
   1 ; 042 ; 001  ; FORTALEZA    ; NE     ;  5654  ;     0.00;   285.83;     0.00 ;       0.01 ;
   1 ; 042 ; 002  ; FORTALEZA    ; NE     ;  5654  ;     0.00;   285.83;     0.00 ;       0.01 ;
   1 ; 042 ; 003  ; FORTALEZA    ; NE     ;  5654  ;     0.00;   285.83;     0.00 ;       0.01 ;
   1 ; 043 ; 001  ; TERMOBAHIA   ; NE     ;  5827  ;     0.00;   783.44;     0.00 ;       0.01 ;
   1 ; 052 ; 001  ; CAMPINA GDE  ; NE     ;  5220  ;     0.00;  1098.62;     0.00 ;       0.01 ;
   1 ; 052 ; 002  ; CAMPINA GDE  ; NE     ;  5220  ;     0.00;  1098.62;     0.00 ;       0.01 ;
   1 ; 052 ; 003  ; CAMPINA GDE  ; NE     ;  5220  ;     0.00;  1098.62;     0.00 ;       0.01 ;
   1 ; 052 ; 004  ; CAMPINA GDE  ; NE     ;  5220  ;     0.00;  1098.62;     0.00 ;       0.01 ;
   1 ; 053 ; 001  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 053 ; 002  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 053 ; 003  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 053 ; 004  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 053 ; 005  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 053 ; 006  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 053 ; 007  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 053 ; 008  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 053 ; 009  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 053 ; 010  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 053 ; 011  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 055 ; 001  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 055 ; 002  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 055 ; 003  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 055 ; 004  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 055 ; 005  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 055 ; 006  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 055 ; 007  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 055 ; 008  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 055 ; 009  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 055 ; 010  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 055 ; 011  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.00 ;       0.01 ;
   1 ; 057 ; 001  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.00 ;       0.01 ;
   1 ; 057 ; 002  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.00 ;       0.01 ;
   1 ; 057 ; 003  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.00 ;       0.01 ;
   1 ; 057 ; 004  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.00 ;       0.01 ;
   1 ; 057 ; 005  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.00 ;       0.01 ;
   1 ; 057 ; 006  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.00 ;       0.01 ;
   1 ; 057 ; 007  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.00 ;       0.01 ;
   1 ; 057 ; 008  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.00 ;       0.01 ;
   1 ; 058 ; 001  ; TERMOCEARA   ; NE     ;  5660  ;     0.00;   567.76;     0.00 ;       0.01 ;
   1 ; 058 ; 002  ; TERMOCEARA   ; NE     ;  5660  ;     0.00;   567.76;     0.00 ;       0.01 ;
   1 ; 058 ; 003  ; TERMOCEARA   ; NE     ;  5660  ;     0.00;   567.76;     0.00 ;       0.01 ;
   1 ; 058 ; 004  ; TERMOCEARA   ; NE     ;  5660  ;     0.00;   567.76;     0.00 ;       0.01 ;
   1 ; 067 ; 001  ; TERMONE      ; NE     ;  5219  ;     0.00;  1089.77;     0.00 ;       0.01 ;
   1 ; 067 ; 002  ; TERMONE      ; NE     ;  5219  ;     0.00;  1089.77;     0.00 ;       0.01 ;
   1 ; 067 ; 003  ; TERMONE      ; NE     ;  5219  ;     0.00;  1089.77;     0.00 ;       0.01 ;
   1 ; 069 ; 001  ; TERMOPB      ; NE     ;  5218  ;     0.00;  1089.77;     0.00 ;       0.01 ;
   1 ; 069 ; 002  ; TERMOPB      ; NE     ;  5218  ;     0.00;  1089.77;     0.00 ;       0.01 ;
   1 ; 069 ; 003  ; TERMOPB      ; NE     ;  5218  ;     0.00;  1089.77;     0.00 ;       0.01 ;
   1 ; 083 ; 001  ; VALE DO ACU  ; NE     ;  5466  ;     0.00;   450.86;     0.00 ;       0.01 ;
   1 ; 083 ; 002  ; VALE DO ACU  ; NE     ;  5466  ;     0.00;   450.86;     0.00 ;       0.01 ;
   1 ; 096 ; 001  ; TERMOPE      ; NE     ;  5151  ;     0.00;   235.89;     0.00 ;       0.01 ;
   1 ; 096 ; 002  ; TERMOPE      ; NE     ;  5151  ;     0.00;   235.89;     0.00 ;       0.01 ;
   1 ; 096 ; 003  ; TERMOPE      ; NE     ;  5151  ;     0.00;   235.89;     0.00 ;       0.01 ;
   1 ; 098 ; 001  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   945.85;     0.00 ;       0.01 ;
   1 ; 098 ; 002  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   945.85;     0.00 ;       0.01 ;
   1 ; 098 ; 003  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   945.85;     0.00 ;       0.01 ;
   1 ; 098 ; 004  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   945.85;     0.00 ;       0.01 ;
   1 ; 116 ; 001  ; PARNAIBA IV  ; N      ;  5642  ;     0.00;   151.69;     0.01 ;       0.01 ;
   1 ; 140 ; 001  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.01 ;       0.01 ;
   1 ; 140 ; 002  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.01 ;       0.01 ;
   1 ; 140 ; 003  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.01 ;       0.01 ;
   1 ; 140 ; 004  ; MAUA 3       ; N      ;  8535  ;    85.45;   103.03;     0.01 ;       0.01 ;
   1 ; 140 ; 005  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.01 ;       0.01 ;
   1 ; 140 ; 006  ; MAUA 3       ; N      ;  8535  ;   189.55;   103.03;     0.01 ;       0.01 ;
   1 ; 140 ; 007  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.01 ;       0.01 ;
   1 ; 140 ; 008  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.01 ;       0.01 ;
   1 ; 176 ; 001  ; PORTO ITAQUI ; N      ;  5609  ;     0.00;   391.53;     0.01 ;       0.01 ;
   1 ; 201 ; 001  ; APARECIDA    ; N      ;  8653  ;    43.00;   103.03;     0.01 ;       0.01 ;
   1 ; 201 ; 002  ; APARECIDA    ; N      ;  8653  ;    32.00;   103.03;     0.01 ;       0.01 ;
   1 ; 201 ; 003  ; APARECIDA    ; N      ;  8646  ;     0.00;   103.03;     0.01 ;       0.01 ;
   1 ; 201 ; 004  ; APARECIDA    ; N      ;  8646  ;     0.00;   103.03;     0.01 ;       0.01 ;
   1 ; 203 ; 001  ; C. ROCHA     ; N      ;  8611  ;    17.08;     0.00;     0.01 ;       0.01 ;
   1 ; 203 ; 002  ; C. ROCHA     ; N      ;  8611  ;    17.08;     0.00;     0.01 ;       0.01 ;
   1 ; 203 ; 003  ; C. ROCHA     ; N      ;  8611  ;     1.34;     0.00;     0.01 ;       0.01 ;
   1 ; 203 ; 004  ; C. ROCHA     ; N      ;  8611  ;     0.00;     0.00;     0.01 ;       0.01 ;
   1 ; 203 ; 005  ; C. ROCHA     ; N      ;  8611  ;    17.08;     0.00;     0.01 ;       0.01 ;
   1 ; 204 ; 006  ; JARAQUI      ; N      ;  8612  ;    36.08;     0.00;     0.01 ;       0.01 ;
   1 ; 204 ; 007  ; JARAQUI      ; N      ;  8616  ;    26.92;     0.00;     0.01 ;       0.01 ;
   1 ; 205 ; 001  ; MANAUARA     ; N      ;  8609  ;    18.35;     0.00;     0.01 ;       0.01 ;
   1 ; 205 ; 002  ; MANAUARA     ; N      ;  8609  ;    18.35;     0.00;     0.01 ;       0.01 ;
