***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.46 - Agosto  de 2023 (CPLEX)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - DEZEMBRO/23 - JANEIRO/24 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 29/11/2023                                                       
____________________________________________________________________

-------------------------------------------------------
Custos marginais dos contratos de importacao de energia                         
-------------------------------------------------------
---------------------------------------------------
IPER:      Indice do periodo.                                                                                                                                                                           
CONTR:     Numero do contrato de imp/exp de energia                                                                                                                                                     
NomeContr: Nome do contrato de imp/exp de energia                                                                                                                                                       
NumBarra:  Numero da barra da rede eletrica                                                                                                                                                             
NomeSist:  Nome do subsistema                                                                                                                                                                           
Econtr:    Energia contratada                                                                                                                                                                           
CustContr: Custo (Preco) da energia imp/exp                                                                                                                                                             
CMO:       Custo marginal de operacao                                                                                                                                                                   
CMB:       Custo marginal de operacao da barra                                                                                                                                                          
---------------------------------------------------

-----;-----;-----------;--------;--------;---------;---------;----------;------------;
IPER ;CONTR; NomeContr ;NumBarra;NomeSist; Econtr  ;CustContr;   CMO    ;    CMB     ;
  -  ;  -  ;     -     ;   -    ;   -    ;  (MW)   ;  (MW)   ; (R$/MWh) ;  (R$/MWh)  ;
-----;-----;-----------;--------;--------;---------;---------;----------;------------;
  27 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  27 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  27 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  27 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  27 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   501.85;     0.00;     0.00 ;       0.00 ;
  27 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   124.33;     0.00;     0.00 ;       0.00 ;
  27 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   124.33;     0.00;     0.00 ;       0.00 ;
  27 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  27 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  27 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   124.16;     0.00;     0.00 ;       0.00 ;
  27 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   124.16;     0.00;     0.00 ;       0.00 ;
  27 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  27 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  28 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   268.29;     0.00;     0.00 ;       0.00 ;
  28 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  28 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   401.42;     0.00;     0.00 ;       0.00 ;
  28 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   401.42;     0.00;     0.00 ;       0.00 ;
  28 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  28 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  28 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  28 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  28 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  28 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  28 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  28 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  28 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  28 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  28 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   503.44;     0.00;     0.00 ;       0.00 ;
  28 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  28 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   122.12;     0.00;     0.00 ;       0.00 ;
  28 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   122.12;     0.00;     0.00 ;       0.00 ;
  28 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  28 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  28 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   121.91;     0.00;     0.00 ;       0.00 ;
  28 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   121.91;     0.00;     0.00 ;       0.00 ;
  28 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  28 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  29 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   273.72;     0.00;     0.00 ;       0.00 ;
  29 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  29 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   484.81;     0.00;     0.00 ;       0.00 ;
  29 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   484.81;     0.00;     0.00 ;       0.00 ;
  29 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  29 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  29 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  29 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  29 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  29 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  29 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  29 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  29 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  29 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  29 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  29 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   503.42;     0.00;     0.00 ;       0.00 ;
  29 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   127.77;     0.00;     0.00 ;       0.00 ;
  29 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   127.77;     0.00;     0.00 ;       0.00 ;
  29 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  29 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  29 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   126.69;     0.00;     0.00 ;       0.00 ;
  29 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   126.69;     0.00;     0.00 ;       0.00 ;
  29 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  29 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  30 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   281.91;     0.00;     0.00 ;       0.00 ;
  30 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  30 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   589.15;     0.00;     0.00 ;       0.00 ;
  30 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   589.15;     0.00;     0.00 ;       0.00 ;
  30 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  30 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  30 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  30 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  30 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  30 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  30 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  30 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  30 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  30 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  30 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   504.57;     0.00;     0.00 ;       0.00 ;
  30 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  30 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   138.91;     0.00;     0.00 ;       0.00 ;
  30 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   138.91;     0.00;     0.00 ;       0.00 ;
  30 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  30 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  30 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   134.69;     0.00;     0.00 ;       0.00 ;
  30 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   134.69;     0.00;     0.00 ;       0.00 ;
  30 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  30 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  31 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   277.12;     0.00;     0.00 ;       0.00 ;
  31 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  31 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   676.19;     0.00;     0.00 ;       0.00 ;
  31 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   676.19;     0.00;     0.00 ;       0.00 ;
  31 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  31 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  31 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  31 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  31 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  31 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  31 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  31 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  31 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  31 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  31 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  31 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   504.92;     0.00;     0.00 ;       0.00 ;
  31 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   153.38;     0.00;     0.00 ;       0.00 ;
  31 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   153.38;     0.00;     0.00 ;       0.00 ;
  31 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  31 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  31 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   146.57;     0.00;     0.00 ;       0.00 ;
  31 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   146.57;     0.00;     0.00 ;       0.00 ;
  31 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  31 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  32 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   253.35;     0.00;     0.00 ;       0.00 ;
  32 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  32 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   756.10;     0.00;     0.00 ;       0.00 ;
  32 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   756.10;     0.00;     0.00 ;       0.00 ;
  32 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  32 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  32 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  32 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  32 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  32 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  32 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  32 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  32 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  32 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  32 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   505.24;     0.00;     0.00 ;       0.00 ;
  32 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  32 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   179.55;     0.00;     0.00 ;       0.00 ;
  32 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   179.55;     0.00;     0.00 ;       0.00 ;
  32 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  32 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  32 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   144.68;     0.00;     0.00 ;       0.00 ;
  32 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   144.68;     0.00;     0.00 ;       0.00 ;
  32 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  32 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  33 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   215.50;     0.00;     0.00 ;       0.00 ;
  33 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  33 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   821.03;     0.00;     0.00 ;       0.00 ;
  33 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   821.03;     0.00;     0.00 ;       0.00 ;
  33 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  33 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  33 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  33 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  33 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  33 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  33 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  33 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  33 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  33 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  33 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  33 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   505.19;     0.00;     0.00 ;       0.00 ;
  33 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   238.11;     0.00;     0.00 ;       0.00 ;
  33 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   238.11;     0.00;     0.00 ;       0.00 ;
  33 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  33 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  33 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   168.50;     0.00;     0.00 ;       0.00 ;
  33 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   168.50;     0.00;     0.00 ;       0.00 ;
  33 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  33 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  34 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   179.27;     0.00;     0.00 ;       0.00 ;
  34 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  34 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   898.23;     0.00;     0.00 ;       0.00 ;
  34 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   898.23;     0.00;     0.00 ;       0.00 ;
  34 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  34 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  34 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  34 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  34 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  34 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  34 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  34 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  34 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  34 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  34 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   505.30;     0.00;     0.00 ;       0.00 ;
  34 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  34 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   175.27;     0.00;     0.00 ;       0.00 ;
  34 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   175.27;     0.00;     0.00 ;       0.00 ;
  34 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  34 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  34 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   145.93;     0.00;     0.00 ;       0.00 ;
  34 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   145.93;     0.00;     0.00 ;       0.00 ;
  34 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  34 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  35 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   208.75;     0.00;     0.00 ;       0.00 ;
  35 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  35 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   757.30;     0.00;     0.00 ;       0.00 ;
  35 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   757.30;     0.00;     0.00 ;       0.00 ;
  35 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  35 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  35 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  35 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  35 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  35 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  35 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  35 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  35 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  35 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  35 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  35 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   505.38;     0.00;     0.00 ;       0.00 ;
  35 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   238.27;     0.00;     0.00 ;       0.00 ;
  35 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   238.27;     0.00;     0.00 ;       0.00 ;
  35 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  35 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  35 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   176.59;     0.00;     0.00 ;       0.00 ;
  35 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   176.59;     0.00;     0.00 ;       0.00 ;
  35 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  35 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  36 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   153.47;     0.00;     0.00 ;       0.00 ;
  36 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  36 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   906.67;     0.00;     0.00 ;       0.00 ;
  36 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   906.67;     0.00;     0.00 ;       0.00 ;
  36 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  36 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  36 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  36 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  36 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  36 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  36 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  36 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  36 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  36 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  36 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  36 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   506.08;     0.00;     0.00 ;       0.00 ;
  36 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   296.58;     0.00;     0.00 ;       0.00 ;
  36 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   296.58;     0.00;     0.00 ;       0.00 ;
  36 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  36 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  36 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   182.57;     0.00;     0.00 ;       0.00 ;
  36 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   182.57;     0.00;     0.00 ;       0.00 ;
  36 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  36 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  37 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   113.48;     0.00;     0.00 ;       0.01 ;
  37 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.01 ;
  37 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   980.51;     0.00;     0.00 ;       0.01 ;
  37 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   980.51;     0.00;     0.00 ;       0.01 ;
  37 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.01 ;
